Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/1           void cTextPane::set<char [22]>(char const (&) [22]) [582]
                0.00    0.00       1/3           cScore::operator=(long) [404]
                0.00    0.00       1/1           void cTextPane::add<char [25]>(char const (&) [25]) [580]
                0.00    0.00       1/1           std::list<iObject*, std::allocator<iObject*> >::clear() [612]
                0.00    0.00       1/1           std::list<cPickup*, std::allocator<cPickup*> >::clear() [611]
                0.00    0.00       1/1           std::list<cParticleSystem*, std::allocator<cParticleSystem*> >::clear() [610]
                0.00    0.00       1/3           cPlayTable::cPlayTable(int, int) [402]
                0.00    0.00       1/1           cPlayTable::operator=(cPlayTable const&) [561]
                0.00    0.00       1/1           cScore::reset() [566]
                0.00    0.00       1/1           void cTextPane::add<char [10]>(char const (&) [10]) [578]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[37]     0.0    0.00    0.00       1         Init() [37]
                0.00    0.00       3/22          ddot() [33]
                0.00    0.00       2/9150        draw_frame() [8]
                0.00    0.00       1/27033       cTextPane::draw() [3]
                0.00    0.00      27/124         cTextPane& operator<< <char const*>(cTextPane&, char const*) [200]
                0.00    0.00       4/4           cTextPane& operator<< <int>(cTextPane&, int) [400]
                0.00    0.00       3/3           c3DSModel::c3DSModel(std::string) [412]
                0.00    0.00       2/2           get_audio_format(unsigned int) [426]
                0.00    0.00       2/3           cTextPane& operator<< <std::string>(cTextPane&, std::string) [425]
                0.00    0.00       1/1           InitGL() [560]
                0.00    0.00       1/9           cFont::cFont(std::string, int, int, std::string) [314]
                0.00    0.00       1/3           cTextPane::cTextPane(cFont*, int, int, int, int) [414]
                0.00    0.00       1/1           cTextPane::operator=(cTextPane const&) [585]
                0.00    0.00       1/1           cTextPane& operator<< <unsigned short>(cTextPane&, unsigned short) [636]
                0.00    0.00       1/3           cScore::operator=(long) [404]
-----------------------------------------------
                0.00    0.00    1846/1846        cPlayMode::update() [5]
[38]     0.0    0.00    0.00    1846         cTPPickup::update() [38]
                0.00    0.00     469/469         cPlayTable::addpickup(int, int) [39]
-----------------------------------------------
                0.00    0.00     469/469         cTPPickup::update() [38]
[39]     0.0    0.00    0.00     469         cPlayTable::addpickup(int, int) [39]
                0.00    0.00   11322/4495564     std::vector<cPlayNode*, std::allocator<cPlayNode*> >::operator[](unsigned int) [17]
                0.00    0.00     455/924         cPlayTable::getheight(int) [42]
                0.00    0.00     469/135566      cPlayTable::floodfill(std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >&, int, int, int, bool) [30]
                0.00    0.00   11322/4495564     std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::operator[](unsigned int) [53]
                0.00    0.00     156/2410        cPlayNode::light(unsigned int) [112]
                0.00    0.00      11/290         cScore::operator+=(long) [185]
                0.00    0.00       3/3           cPlayTable::dropcolumn(int) [401]
                0.00    0.00       3/58          cScore::operator-=(long) [238]
                0.00    0.00       3/214590      std::vector<int, std::allocator<int> >::operator[](unsigned int) [63]
-----------------------------------------------
                0.00    0.00       1/1           cMonoMode::init() [35]
[40]     0.0    0.00    0.00       1         mPlayAudioFile::start_music() [40]
                0.00    0.00       2/22          ddot() [33]
                0.00    0.00       3/124         cTextPane& operator<< <char const*>(cTextPane&, char const*) [200]
                0.00    0.00       1/3           cTextPane& operator<< <std::string>(cTextPane&, std::string) [425]
                0.00    0.00       1/2           cAudioFileState::cAudioFileState(char const*) [428]
-----------------------------------------------
                0.00    0.00    1876/1876        cPlayMode::draw_screen() [7]
[41]     0.0    0.00    0.00    1876         cTPPickup::draw() [41]
                0.00    0.00    1876/175967      cPickup::draw() [28]
-----------------------------------------------
                0.00    0.00     455/924         cPlayTable::addpickup(int, int) [39]
                0.00    0.00     469/924         cPlayMode::update() [5]
[42]     0.0    0.00    0.00     924         cPlayTable::getheight(int) [42]
                0.00    0.00    5116/4495564     std::vector<cPlayNode*, std::allocator<cPlayNode*> >::operator[](unsigned int) [17]
                0.00    0.00    5116/4495564     std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::operator[](unsigned int) [53]
-----------------------------------------------
                0.00    0.00     182/182         cMenuMode::mainloop() [24]
[43]     0.0    0.00    0.00     182         cMenuMode::handleevents() [43]
                0.00    0.00       2/2           cMenuMode::select() [44]
                0.00    0.00       6/6           cMenuMode::movedown() [364]
-----------------------------------------------
                0.00    0.00       2/2           cMenuMode::handleevents() [43]
[44]     0.0    0.00    0.00       2         cMenuMode::select() [44]
                0.00    0.00       2/182         cTitleMenuMode::draw() [32]
                0.00    0.00       8/1120        __gnu_cxx::__normal_iterator<cMenuItem**, std::vector<cMenuItem*, std::allocator<cMenuItem*> > >::operator*() const [151]
                0.00    0.00       2/18072       bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [74]
-----------------------------------------------
                0.00    0.00   12234/12234       cAudioFileState::audio_decode_frame(double*) [78]
[45]     0.0    0.00    0.00   12234         av_free_packet [45]
-----------------------------------------------
                0.00    0.00   12229/12229       cAudioFileState::audio_decode_frame(double*) [78]
[46]     0.0    0.00    0.00   12229         av_q2d [46]
-----------------------------------------------
                0.00    0.00    5116/4495564     cPlayTable::getheight(int) [42]
                0.00    0.00   11322/4495564     cPlayTable::addpickup(int, int) [39]
                0.00    0.00   80243/4495564     _floodfill(std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >&, int, int, int) [34]
                0.00    0.00  303049/4495564     cPlayTable::floodfill(std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >&, int, int, int, bool) [30]
                0.00    0.00  376799/4495564     cPlayMode::update() [5]
                0.00    0.00  488119/4495564     cPlayTable::draw() [29]
                0.00    0.00 3230916/4495564     cPlayTable::update() [11]
[53]     0.0    0.00    0.00 4495564         std::vector<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >::operator[](unsigned int) [53]
-----------------------------------------------
                0.00    0.00     910/2137525     std::list<cPickup*, std::allocator<cPickup*> >::erase(std::_List_iterator<cPickup*>) [159]
                0.00    0.00    8942/2137525     std::list<cPickup*, std::allocator<cPickup*> >::begin() [92]
                0.00    0.00 2127673/2137525     std::list<cPickup*, std::allocator<cPickup*> >::end() [55]
[54]     0.0    0.00    0.00 2137525         std::_List_iterator<cPickup*>::_List_iterator(std::_List_node_base*) [54]
-----------------------------------------------
                0.00    0.00    1382/2127668     std::list<cPickup*, std::allocator<cPickup*> >::push_back(cPickup* const&) [131]
                0.00    0.00 2126286/2127668     cPlayMode::update() [5]
[55]     0.0    0.00    0.00 2127668         std::list<cPickup*, std::allocator<cPickup*> >::end() [55]
                0.00    0.00 2127673/2137525     std::_List_iterator<cPickup*>::_List_iterator(std::_List_node_base*) [54]
-----------------------------------------------
                0.00    0.00 2126291/2126291     cPlayMode::update() [5]
[56]     0.0    0.00    0.00 2126291         std::_List_iterator<cPickup*>::operator!=(std::_List_iterator<cPickup*> const&) const [56]
-----------------------------------------------
                0.00    0.00     182/824901      cTitleMenuMode::draw() [32]
                0.00    0.00  824719/824901      cFont::draw(std::string) [4]
[57]     0.0    0.00    0.00  824901         cTexture::bind() [57]
-----------------------------------------------
                0.00    0.00    3812/533207      std::_List_iterator<iObject*> std::__find<std::_List_iterator<iObject*>, cPickup*>(std::_List_iterator<iObject*>, std::_List_iterator<iObject*>, cPickup* const&, std::input_iterator_tag) [142]
                0.00    0.00  175966/533207      cPlayMode::draw_screen() [7]
                0.00    0.00  353429/533207      cPlayMode::update() [5]
[58]     0.0    0.00    0.00  533207         std::_List_iterator<iObject*>::operator*() const [58]
-----------------------------------------------
                0.00    0.00    1364/394627      std::list<iObject*, std::allocator<iObject*> >::erase(std::_List_iterator<iObject*>) [146]
                0.00    0.00   19262/394627      std::list<iObject*, std::allocator<iObject*> >::begin() [73]
                0.00    0.00  374001/394627      std::list<iObject*, std::allocator<iObject*> >::end() [61]
[59]     0.0    0.00    0.00  394627         std::_List_iterator<iObject*>::_List_iterator(std::_List_node_base*) [59]
-----------------------------------------------
                0.00    0.00    3827/375067      std::_List_iterator<iObject*> std::__find<std::_List_iterator<iObject*>, cPickup*>(std::_List_iterator<iObject*>, std::_List_iterator<iObject*>, cPickup* const&, std::input_iterator_tag) [142]
                0.00    0.00  184907/375067      cPlayMode::draw_screen() [7]
                0.00    0.00  186333/375067      cPlayMode::update() [5]
[60]     0.0    0.00    0.00  375067         std::_List_iterator<iObject*>::operator!=(std::_List_iterator<iObject*> const&) const [60]
-----------------------------------------------
                0.00    0.00    1382/374001      std::list<iObject*, std::allocator<iObject*> >::push_back(iObject* const&) [134]
                0.00    0.00  184908/374001      cPlayMode::draw_screen() [7]
                0.00    0.00  187711/374001      cPlayMode::update() [5]
[61]     0.0    0.00    0.00  374001         std::list<iObject*, std::allocator<iObject*> >::end() [61]
                0.00    0.00  374001/394627      std::_List_iterator<iObject*>::_List_iterator(std::_List_node_base*) [59]
-----------------------------------------------
                0.00    0.00  175967/352447      cPlayMode::draw_screen() [7]
                0.00    0.00  176480/352447      cPlayMode::update() [5]
[62]     0.0    0.00    0.00  352447         std::_List_iterator<iObject*>::operator++(int) [62]
-----------------------------------------------
                0.00    0.00       3/214590      cPlayTable::addpickup(int, int) [39]
                0.00    0.00   26829/214590      cPlayMode::update() [5]
                0.00    0.00  187758/214590      cAnimatedTexture::bind() [64]
[63]     0.0    0.00    0.00  214590         std::vector<int, std::allocator<int> >::operator[](unsigned int) [63]
-----------------------------------------------
                0.00    0.00  187759/187759      cPlayTable::draw() [29]
[64]     0.0    0.00    0.00  187759         cAnimatedTexture::bind() [64]
                0.00    0.00  187758/214590      std::vector<int, std::allocator<int> >::operator[](unsigned int) [63]
-----------------------------------------------
                0.00    0.00  184907/184907      std::iterator_traits<std::_List_const_iterator<iObject*> >::difference_type std::__distance<std::_List_const_iterator<iObject*> >(std::_List_const_iterator<iObject*>, std::_List_const_iterator<iObject*>, std::input_iterator_tag) [22]
[65]     0.0    0.00    0.00  184907         std::_List_const_iterator<iObject*>::operator!=(std::_List_const_iterator<iObject*> const&) const [65]
-----------------------------------------------
                0.00    0.00  175966/175966      std::iterator_traits<std::_List_const_iterator<iObject*> >::difference_type std::__distance<std::_List_const_iterator<iObject*> >(std::_List_const_iterator<iObject*>, std::_List_const_iterator<iObject*>, std::input_iterator_tag) [22]
[66]     0.0    0.00    0.00  175966         std::_List_const_iterator<iObject*>::operator++() [66]
-----------------------------------------------
                0.00    0.00  135628/135628      cPlayMode::update() [5]
[67]     0.0    0.00    0.00  135628         cDownPickup::update() [67]
-----------------------------------------------
                0.00    0.00  130371/130371      cPlayMode::update() [5]
[68]     0.0    0.00    0.00  130371         AABBCollision3D(float*, float*, float*, float*) [68]
-----------------------------------------------
                0.00    0.00   39005/39005       cPlayMode::update() [5]
[69]     0.0    0.00    0.00   39005         cScorePickup::update() [69]
-----------------------------------------------
                0.00    0.00     182/36271       cTitleMenuMode::draw() [32]
                0.00    0.00    9263/36271       cShip::draw() [15]
                0.00    0.00   26826/36271       cMonoMode::update() [6]
[70]     0.0    0.00    0.00   36271         std::sin(float) [70]
-----------------------------------------------
                0.00    0.00   27032/27032       cTextPane::draw() [3]
[71]     0.0    0.00    0.00   27032         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [71]
-----------------------------------------------
                0.00    0.00   24668/24668       cPlayMode::HandleEvents() [20]
[72]     0.0    0.00    0.00   24668         std::fabs(float) [72]
-----------------------------------------------
                0.00    0.00    8941/19262       cPlayMode::draw_screen() [7]
                0.00    0.00   10321/19262       cPlayMode::update() [5]
[73]     0.0    0.00    0.00   19262         std::list<iObject*, std::allocator<iObject*> >::begin() [73]
                0.00    0.00   19262/394627      std::_List_iterator<iObject*>::_List_iterator(std::_List_node_base*) [59]
-----------------------------------------------
                0.00    0.00       2/18072       cMenuMode::select() [44]
                0.00    0.00       4/18072       main [1]
                0.00    0.00     182/18072       cMenuMode::mainloop() [24]
                0.00    0.00   17884/18072       cPlayMode::mainloop() [2]
[74]     0.0    0.00    0.00   18072         bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [74]
-----------------------------------------------
                0.00    0.00       1/17889       InitGL() [560]
                0.00    0.00   17888/17889       init_mode(long long) [84]
[75]     0.0    0.00    0.00   17889         check_errors() [75]
-----------------------------------------------
                0.00    0.00    8941/17882       std::list<iObject*, std::allocator<iObject*> >::end() const [96]
                0.00    0.00    8941/17882       std::list<iObject*, std::allocator<iObject*> >::begin() const [97]
[76]     0.0    0.00    0.00   17882         std::_List_const_iterator<iObject*>::_List_const_iterator(std::_List_node_base const*) [76]
-----------------------------------------------
                0.00    0.00   12429/12429       decode_thread(void*) [641]
[77]     0.0    0.00    0.00   12429         cPacketQueue::put(AVPacket*) [77]
-----------------------------------------------
                0.00    0.00   12380/12380       audio_callback(void*, unsigned char*, int) [642]
[78]     0.0    0.00    0.00   12380         cAudioFileState::audio_decode_frame(double*) [78]
                0.00    0.00   12235/12235       cPacketQueue::get(AVPacket*, int) [79]
                0.00    0.00   12234/12234       av_free_packet [45]
                0.00    0.00   12229/12229       av_q2d [46]
-----------------------------------------------
                0.00    0.00   12235/12235       cAudioFileState::audio_decode_frame(double*) [78]
[79]     0.0    0.00    0.00   12235         cPacketQueue::get(AVPacket*, int) [79]
-----------------------------------------------
                0.00    0.00   12234/12234       cAudioFileState::synchronize_audio(int, double) [82]
[80]     0.0    0.00    0.00   12234         get_master_clock() [80]
-----------------------------------------------
                0.00    0.00   12233/12233       cAudioFileState::synchronize_audio(int, double) [82]
[81]     0.0    0.00    0.00   12233         cAudioFileState::get_audio_clock() [81]
-----------------------------------------------
                0.00    0.00   12233/12233       audio_callback(void*, unsigned char*, int) [642]
[82]     0.0    0.00    0.00   12233         cAudioFileState::synchronize_audio(int, double) [82]
                0.00    0.00   12234/12234       get_master_clock() [80]
                0.00    0.00   12233/12233       cAudioFileState::get_audio_clock() [81]
-----------------------------------------------
                0.00    0.00   10010/10010       cScore::update() [89]
[83]     0.0    0.00    0.00   10010         std::abs(long) [83]
-----------------------------------------------
                                8944             init_mode(long long) [84]
                0.00    0.00       1/8944        InitGL() [560]
                0.00    0.00       2/8944        cMenuMode::mainloop() [24]
                0.00    0.00    8941/8944        cPlayMode::draw_screen() [7]
[84]     0.0    0.00    0.00    8944+8944    init_mode(long long) [84]
                0.00    0.00   17888/17889       check_errors() [75]
                                8944             init_mode(long long) [84]
-----------------------------------------------
                0.00    0.00       2/8944        cPlayMode::cPlayMode(char const*) [453]
                0.00    0.00    8942/8944        cPlayMode::update() [5]
[85]     0.0    0.00    0.00    8944         std::_List_iterator<cPickup*>::_List_iterator() [85]
-----------------------------------------------
                0.00    0.00       2/8944        cPlayMode::cPlayMode(char const*) [453]
                0.00    0.00    8942/8944        cPlayMode::update() [5]
[86]     0.0    0.00    0.00    8944         std::_List_iterator<iObject*>::_List_iterator() [86]
-----------------------------------------------
                0.00    0.00       1/8943        cMonoMode::exit() [575]
                0.00    0.00    8942/8943        cMonoMode::update() [6]
[87]     0.0    0.00    0.00    8943         mPlayAudioFile::is_music_finished() [87]
-----------------------------------------------
                0.00    0.00    8942/8942        cPlayMode::update() [5]
[88]     0.0    0.00    0.00    8942         cShip::update() [88]
-----------------------------------------------
                0.00    0.00    8942/8942        cPlayMode::update() [5]
[89]     0.0    0.00    0.00    8942         cScore::update() [89]
                0.00    0.00   10010/10010       std::abs(long) [83]
-----------------------------------------------
                0.00    0.00    8942/8942        cPlayMode::update() [5]
[90]     0.0    0.00    0.00    8942         cScore::operator<(long) [90]
-----------------------------------------------
                0.00    0.00       1/8942        void cTextPane::set<char [22]>(char const (&) [22]) [582]
                0.00    0.00    8941/8942        void cTextPane::set<unsigned long>(unsigned long const&) [95]
[91]     0.0    0.00    0.00    8942         cTextPane::clear() [91]
-----------------------------------------------
                0.00    0.00    8942/8942        cPlayMode::update() [5]
[92]     0.0    0.00    0.00    8942         std::list<cPickup*, std::allocator<cPickup*> >::begin() [92]
                0.00    0.00    8942/2137525     std::_List_iterator<cPickup*>::_List_iterator(std::_List_node_base*) [54]
-----------------------------------------------
                0.00    0.00    8941/8941        cPlayMode::draw_screen() [7]
[93]     0.0    0.00    0.00    8941         cScore::get() [93]
-----------------------------------------------
                0.00    0.00    8941/8941        void cTextPane::set<unsigned long>(unsigned long const&) [95]
[94]     0.0    0.00    0.00    8941         void cTextPane::add<unsigned long>(unsigned long const&) [94]
-----------------------------------------------
                0.00    0.00    8941/8941        cPlayMode::draw_screen() [7]
[95]     0.0    0.00    0.00    8941         void cTextPane::set<unsigned long>(unsigned long const&) [95]
                0.00    0.00    8941/8942        cTextPane::clear() [91]
                0.00    0.00    8941/8941        void cTextPane::add<unsigned long>(unsigned long const&) [94]
-----------------------------------------------
                0.00    0.00    8941/8941        std::list<iObject*, std::allocator<iObject*> >::size() const [21]
[96]     0.0    0.00    0.00    8941         std::list<iObject*, std::allocator<iObject*> >::end() const [96]
                0.00    0.00    8941/17882       std::_List_const_iterator<iObject*>::_List_const_iterator(std::_List_node_base const*) [76]
-----------------------------------------------
                0.00    0.00    8941/8941        std::list<iObject*, std::allocator<iObject*> >::size() const [21]
[97]     0.0    0.00    0.00    8941         std::list<iObject*, std::allocator<iObject*> >::begin() const [97]
                0.00    0.00    8941/17882       std::_List_const_iterator<iObject*>::_List_const_iterator(std::_List_node_base const*) [76]
-----------------------------------------------
                0.00    0.00    8941/8941        std::iterator_traits<std::_List_const_iterator<iObject*> >::difference_type std::distance<std::_List_const_iterator<iObject*> >(std::_List_const_iterator<iObject*>, std::_List_const_iterator<iObject*>) [23]
[98]     0.0    0.00    0.00    8941         std::iterator_traits<std::_List_const_iterator<iObject*> >::iterator_category std::__iterator_category<std::_List_const_iterator<iObject*> >(std::_List_const_iterator<iObject*> const&) [98]
-----------------------------------------------
                0.00    0.00    5059/5059        random_int(unsigned int, unsigned int) [100]
[99]     0.0    0.00    0.00    5059         _rand() [99]
-----------------------------------------------
                0.00    0.00    5057/5057        cMonoMode::CreatePickups() [25]
[100]    0.0    0.00    0.00    5057         random_int(unsigned int, unsigned int) [100]
                0.00    0.00    5059/5059        _rand() [99]
-----------------------------------------------
                0.00    0.00       4/3415        __gnu_cxx::new_allocator<std::pair<std::string const, iGameMode*> >::construct(std::pair<std::string const, iGameMode*>*, std::pair<std::string const, iGameMode*> const&) [375]
                0.00    0.00       6/3415        __gnu_cxx::new_allocator<cMenuItem*>::construct(cMenuItem**, cMenuItem* const&) [361]
                0.00    0.00       9/3415        void std::_Construct<std::vector<cPlayNode*, std::allocator<cPlayNode*> >, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >(std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > const&) [328]
                0.00    0.00      12/3415        __gnu_cxx::new_allocator<std::vector<cPlayNode*, std::allocator<cPlayNode*> > >::construct(std::vector<cPlayNode*, std::allocator<cPlayNode*> >*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > const&) [296]
                0.00    0.00     108/3415        __gnu_cxx::new_allocator<int>::construct(int*, int const&) [204]
                0.00    0.00     512/3415        __gnu_cxx::new_allocator<cPlayNode*>::construct(cPlayNode**, cPlayNode* const&) [164]
                0.00    0.00    1382/3415        __gnu_cxx::new_allocator<iObject*>::construct(iObject**, iObject* const&) [123]
                0.00    0.00    1382/3415        __gnu_cxx::new_allocator<cPickup*>::construct(cPickup**, cPickup* const&) [122]
[101]    0.0    0.00    0.00    3415         operator new(unsigned int, void*) [101]
-----------------------------------------------
                0.00    0.00       2/2748        std::allocator<iObject*>::allocator() [462]
                0.00    0.00    2746/2748        std::allocator<iObject*>::allocator<std::_List_node<iObject*> >(std::allocator<std::_List_node<iObject*> > const&) [106]
[102]    0.0    0.00    0.00    2748         __gnu_cxx::new_allocator<iObject*>::new_allocator() [102]
-----------------------------------------------
                0.00    0.00       2/2748        cPlayMode::cPlayMode(char const*) [453]
                0.00    0.00    1364/2748        std::list<iObject*, std::allocator<iObject*> >::_M_erase(std::_List_iterator<iObject*>) [147]
                0.00    0.00    1382/2748        std::list<iObject*, std::allocator<iObject*> >::_M_create_node(iObject* const&) [132]
[103]    0.0    0.00    0.00    2748         std::allocator<iObject*>::~allocator() [103]
                0.00    0.00    2747/2747        __gnu_cxx::new_allocator<iObject*>::~new_allocator() [104]
-----------------------------------------------
                0.00    0.00    2747/2747        std::allocator<iObject*>::~allocator() [103]
[104]    0.0    0.00    0.00    2747         __gnu_cxx::new_allocator<iObject*>::~new_allocator() [104]
-----------------------------------------------
                0.00    0.00    2746/2746        std::_List_base<iObject*, std::allocator<iObject*> >::_M_get_Tp_allocator() const [107]
[105]    0.0    0.00    0.00    2746         std::_List_base<iObject*, std::allocator<iObject*> >::_M_get_Node_allocator() const [105]
-----------------------------------------------
                0.00    0.00    2746/2746        std::_List_base<iObject*, std::allocator<iObject*> >::_M_get_Tp_allocator() const [107]
[106]    0.0    0.00    0.00    2746         std::allocator<iObject*>::allocator<std::_List_node<iObject*> >(std::allocator<std::_List_node<iObject*> > const&) [106]
                0.00    0.00    2746/2748        __gnu_cxx::new_allocator<iObject*>::new_allocator() [102]
-----------------------------------------------
                0.00    0.00    1364/2745        std::list<iObject*, std::allocator<iObject*> >::_M_erase(std::_List_iterator<iObject*>) [147]
                0.00    0.00    1381/2745        std::list<iObject*, std::allocator<iObject*> >::_M_create_node(iObject* const&) [132]
[107]    0.0    0.00    0.00    2745         std::_List_base<iObject*, std::allocator<iObject*> >::_M_get_Tp_allocator() const [107]
                0.00    0.00    2746/2746        std::_List_base<iObject*, std::allocator<iObject*> >::_M_get_Node_allocator() const [105]
                0.00    0.00    2746/2746        std::allocator<iObject*>::allocator<std::_List_node<iObject*> >(std::allocator<std::_List_node<iObject*> > const&) [106]
-----------------------------------------------
                0.00    0.00       7/2637        __gnu_cxx::__normal_iterator<cPlayNode**, std::vector<cPlayNode*, std::allocator<cPlayNode*> > > std::__copy_normal<true, true>::__copy_n<__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, __gnu_cxx::__normal_iterator<cPlayNode**, std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >(__gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, __gnu_cxx::__normal_iterator<cPlayNode* const*, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, __gnu_cxx::__normal_iterator<cPlayNode**, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >) [349]
                0.00    0.00     428/2637        __gnu_cxx::__normal_iterator<cPlayNode**, std::vector<cPlayNode*, std::allocator<cPlayNode*> > > std::__copy_normal<true, true>::__copy_n<__gnu_cxx::__normal_iterator<cPlayNode**, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, __gnu_cxx::__normal_iterator<cPlayNode**, std::vector<cPlayNode*, std::allocator<cPlayNode*> > > >(__gnu_cxx::__normal_iterator<cPlayNode**, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, __gnu_cxx::__normal_iterator<cPlayNode**, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >, __gnu_cxx::__normal_iterator<cPlayNode**, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >) [179]
                0.00    0.00     435/2637        std::vector<cPlayNode*, std::allocator<cPlayNode*> >::begin() [170]
                0.00    0.00     856/2637        __gnu_cxx::__normal_iterator<cPlayNode**, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >::operator+(int const&) const [161]
                0.00    0.00     911/2637        std::vector<cPlayNode*, std::allocator<cPlayNode*> >::end() [155]
[108]    0.0    0.00    0.00    2637         __gnu_cxx::__normal_iterator<cPlayNode**, std::vector<cPlayNode*, std::allocator<cPlayNode*> > >::__normal_iterator(cPlayNode** const&) [108]
-----------------------------------------------
                0.00    0.00       7/2574        __gnu_cxx::__normal_iterator<cMenuItem**, std::vector<cMenuItem*, std::allocator<cMenuItem*> > >::operator+(int const&) const [347]
                0.00    0.00     184/2574        std::vector<cMenuItem*, std::allocator<cMenuItem*> >::begin() [194]
                0.00    0.00    1098/2574        __gnu_cxx::__normal_iterator<cMenuItem**, std::vector<cMenuItem*, std::allocator<cMenuItem*> > >::operator++(int) [152]
                0.00    0.00    1285/2574        std::vector<cMenuItem*, std::allocator<cMenuItem*> >::end() [149]
[109]    0.0    0.00    0.00    2574         __gnu_cxx::__normal_iterator<cMenuItem**, std::vector<cMenuItem*, std::allocator<cMenuItem*> > >::__normal_iterator(cMenuItem** const&) [109]
-----------------------------------------------
                0.00    0.00       8/2570        std::vector<cMenuItem*, std::allocator<cMenuItem*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<cMenuItem**, std::vector<cMenuItem*, std::allocator<cMenuItem*> > >, cMenuItem* const&) [388]
                0.00    0.00    2562/2570        bool __gnu_cxx::operator!=<cMenuItem**, std::vector<cMenuItem*, std::allocator<cMenuItem*> > >(__gnu_cxx::__normal_iterator<cMenuItem**, std::vector<cMenuItem*, std::allocator<cMenuItem*> > > const&, __gnu_cxx::__normal_iterator<cMenuItem**, std::vector<cMenuItem*, std::allocator<cMenuItem*> > > const&) [150]
[110]    0.0    0.00    0.00    2570         __gnu_cxx::__normal_iterator<cMenuItem**, std::vector<cMenuItem*, std::allocator<cMenuItem*> > >::base() const [110]
-----------------------------------------------
                0.00    0.00    2448/2448        std::_List_iterator<iObject*> std::__find<std::_List_iterator<iObject*>, cPickup*>(std::_List_iterator<iObject*>, std::_List_iterator<iObject*>, cPickup* const&, std::input_iterator_tag) [142]
[111]    0.0    0.00    0.00    2448         std::_List_iterator<iObject*>::operator++() [111]
-----------------------------------------------
                0.00    0.00     156/2410        cPlayTable::addpickup(int, int) [39]
                0.00    0.00    2254/2410        cPlayTable::update() [11]
[112]    0.0    0.00    0.00    2410         cPlayNode::light(unsigned int) [112]
-----------------------------------------------
                0.00    0.00       2/2294        std::allocator<cPickup*>::allocator() [461]
                0.00    0.00    2292/2294        std::allocator<cPickup*>::allocator<std::_List_node<cPickup*> >(std::allocator<std::_List_node<cPickup*> > const&) [118]
[113]    0.0    0.00    0.00    2294         __gnu_cxx::new_allocator<cPickup*>::new_allocator() [113]
-----------------------------------------------
                0.00    0.00    2294/2294        std::allocator<cPickup*>::~allocator() [115]
[114]    0.0    0.00    0.00    2294         __gnu_cxx::new_allocator<cPickup*>::~new_allocator() [114]
-----------------------------------------------
                0.00    0.00       2/2294        cPlayMode::cPlayMode(char const*) [453]
                0.00    0.00     910/2294        std::list<cPickup*, std::allocator<cPickup*> >::_M_erase(std::_List_iterator<cPickup*>) [160]
                0.00    0.00    1382/2294        std::list<cPickup*, std::allocator<cPickup*> >::_M_create_node(cPickup* const&) [130]
[115]    0.0    0.00    0.00    2294         std::allocator<cPickup*>::~allocator() [115]
                0.00    0.00    2294/2294        __gnu_cxx::new_allocator<cPickup*>::~new_allocator() [114]
-----------------------------------------------
                0.00    0.00     910/2292        std::list<cPickup*, std::allocator<cPickup*> >::_M_erase(std::_List_iterator<cPickup*>) [160]
